^ESCT1165213	Olanzapine pamoate
^ESCTZY924315	Zyprexa 20mg Velotabs (Eli Lilly and Company Ltd) 28 tablet 4 x 7 tablets
^ESCTZY924346	Zyprexa Velotabs
^ESCTZY929487	Zyprexa 10mg tablets (Dowelhurst Ltd)
^ESCTZY929488	Zyprexa 10mg tablets (Dowelhurst Ltd) 28 tablet
^ESCTZY929489	Zyprexa 10mg tablets (Dowelhurst Ltd) 56 tablet
^ESCTZY929494	Zyprexa 15mg tablets (Dowelhurst Ltd)
^ESCTZY929495	Zyprexa 15mg tablets (Dowelhurst Ltd) 28 tablet
^ESCTZY929496	Zyprexa 2.5mg tablets (Dowelhurst Ltd)
^ESCTZY929498	Zyprexa 2.5mg tablets (Dowelhurst Ltd) 28 tablet
^ESCTZY929500	Zyprexa 5mg tablets (Dowelhurst Ltd)
^ESCTZY929501	Zyprexa 5mg tablets (Dowelhurst Ltd) 28 tablet
^ESCTZY929502	Zyprexa 7.5mg tablets (Dowelhurst Ltd)
^ESCTZY929503	Zyprexa 7.5mg tablets (Dowelhurst Ltd) 28 tablet
^ESCTZY929505	Zyprexa 7.5mg tablets (Dowelhurst Ltd) 56 tablet
^ESCTZY929507	Zyprexa 10mg Velotabs (Dowelhurst Ltd)
^ESCTZY929508	Zyprexa 10mg Velotabs (Dowelhurst Ltd) 28 tablet
^ESCTZY929511	Zyprexa 15mg Velotabs (Dowelhurst Ltd)
^ESCTZY929513	Zyprexa 15mg Velotabs (Dowelhurst Ltd) 28 tablet
^ESCTZY929515	Zyprexa 5mg Velotabs (Dowelhurst Ltd)
^ESCTZY929516	Zyprexa 5mg Velotabs (Dowelhurst Ltd) 28 tablet
^ESCTZY929703	Zyprexa 15mg Velotabs (Waymade Healthcare Plc)
^ESCTZY929704	Zyprexa 15mg Velotabs (Waymade Healthcare Plc) 28 tablet
^ESCTZY930321	Zypadhera
^ESCTZY932762	Zyprexa 20mg Velotabs (Waymade Healthcare Plc)
^ESCTZY932763	Zyprexa 20mg Velotabs (Waymade Healthcare Plc) 28 tablet
^ESCTZY933844	Zyprexa 20mg tablets (Eli Lilly and Company Ltd) 28 tablet 2 x 14 tablets
^ESCTZY967877	Zyprexa 2.5mg tablets (DE Pharmaceuticals)
^ESCTZY967879	Zyprexa 2.5mg tablets (DE Pharmaceuticals) 28 tablet
^ESCTZY967882	Zyprexa 5mg tablets (DE Pharmaceuticals)
^ESCTZY967883	Zyprexa 5mg tablets (DE Pharmaceuticals) 28 tablet
^ESCTZY967885	Zyprexa 7.5mg tablets (DE Pharmaceuticals)
^ESCTZY967886	Zyprexa 7.5mg tablets (DE Pharmaceuticals) 28 tablet
^ESCTZY967888	Zyprexa 7.5mg tablets (DE Pharmaceuticals) 56 tablet
^ESCTZY967892	Zyprexa 10mg tablets (DE Pharmaceuticals)
^ESCTZY967894	Zyprexa 10mg tablets (DE Pharmaceuticals) 28 tablet
^ESCTZY967898	Zyprexa 5mg Velotabs (DE Pharmaceuticals)
^ESCTZY967899	Zyprexa 5mg Velotabs (DE Pharmaceuticals) 28 tablet
^ESCTZY967902	Zyprexa 10mg Velotabs (DE Pharmaceuticals)
^ESCTZY967903	Zyprexa 10mg Velotabs (DE Pharmaceuticals) 28 tablet
^ESCTZY975133	Zyprexa 10mg tablets (Sigma Pharmaceuticals Plc)
^ESCTZY975134	Zyprexa 10mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975135	Zyprexa 15mg tablets (Sigma Pharmaceuticals Plc)
^ESCTZY975136	Zyprexa 15mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975137	Zyprexa 2.5mg tablets (Sigma Pharmaceuticals Plc)
^ESCTZY975138	Zyprexa 2.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975139	Zyprexa 7.5mg tablets (Sigma Pharmaceuticals Plc)
^ESCTZY975140	Zyprexa 7.5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975141	Zyprexa 7.5mg tablets (Sigma Pharmaceuticals Plc) 56 tablet
^ESCTZY975142	Zyprexa 5mg tablets (Sigma Pharmaceuticals Plc)
^ESCTZY975143	Zyprexa 5mg tablets (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975145	Zyprexa 10mg Velotabs (Sigma Pharmaceuticals Plc)
^ESCTZY975146	Zyprexa 10mg Velotabs (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975147	Zyprexa 10mg Velotabs (Sigma Pharmaceuticals Plc) 56 tablet
^ESCTZY975149	Zyprexa 20mg Velotabs (Sigma Pharmaceuticals Plc)
^ESCTZY975151	Zyprexa 20mg Velotabs (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY975152	Zyprexa 5mg Velotabs (Sigma Pharmaceuticals Plc)
^ESCTZY975153	Zyprexa 5mg Velotabs (Sigma Pharmaceuticals Plc) 28 tablet
^ESCTZY997668	Zypadhera 210mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd) 1 vial
^ESCTZY997675	Zypadhera 300mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd) 1 vial
^ESCTZY997680	Zypadhera 405mg powder and solvent for suspension for injection vials (Eli Lilly and Company Ltd) 1 vial
AROR52636NEMIS	Arkolamyl Orodispersible tablets 5 mg
AROR52637NEMIS	Arkolamyl Orodispersible tablets 10 mg
AROR52638NEMIS	Arkolamyl Orodispersible tablets 15 mg
AROR52639NEMIS	Arkolamyl Orodispersible tablets 20 mg
OLOR131618NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 2.5 mg
OLOR131619NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 7.5 mg
OLOR22070NEMIS	Olanzapine Oral suspension 2.5 mg/5 ml
OLOR46785NEMIS	Olanzapine Oral solution 2.5 mg/5 ml
OLOR52087NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 5 mg
OLOR52088NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 10 mg
OLOR52089NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 15 mg
OLOR52090NEMIS	Olanzapine Orodispersible Tablets (Sugar Free) 20 mg
OLOR71531NEMIS	Olanzapine Orodispersible tablets 10 mg
OLOR71532NEMIS	Olanzapine Orodispersible tablets 15 mg
OLOR71533NEMIS	Olanzapine Orodispersible tablets 20 mg
OLOR71534NEMIS	Olanzapine Orodispersible tablets 5 mg
^ESCT1351623	Oxypertine-containing product in oral dose form
^ESCT1356195	Oxypertine only product
^ESCT1359456	Oxypertine only product in oral dose form
^ESCTIN870833	Integrin 10mg capsules (Sterling-Winthrop) 100 capsule
^ESCTIN919624	Integrin
^ESCTOX870831	Oxypertine 10mg capsules 100 capsule
^ESCTOX874412	Oxypertine 40mg tablets 250 tablet
^ESCTOX874414	Oxypertine 40mg tablets (Sanofi-Synthelabo Ltd)
^ESCTOX874415	Oxypertine 40mg tablets (Sanofi-Synthelabo Ltd) 250 tablet
^ESCT1356211	Paliperidone only product
^ESCT1363648	Paliperidone-containing product in oral dose form
^ESCT1363650	Paliperidone only product in oral dose form
^ESCT1438299	Xeplion 100mg/1ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCT1438301	Xeplion 150mg/1.5ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTIN918395	Invega
^ESCTIN942712	Invega 3mg modified-release tablets (Janssen-Cilag Ltd) 28 tablet 4 x 7 tablets
^ESCTIN942717	Invega 6mg modified-release tablets (Janssen-Cilag Ltd) 28 tablet 4 x 7 tablets
^ESCTIN942729	Invega 9mg modified-release tablets (Janssen-Cilag Ltd) 28 tablet 4 x 7 tablets
^ESCTPA1017953	Paliperidone 50mg/0.5ml suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1017965	Paliperidone 75mg/0.75ml suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1017971	Paliperidone 100mg/1ml suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1017974	Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1036189	Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes and Paliperidone 100mg/1ml suspension for injection pre-filled syringes 2 pre-filled disposable injection
^ESCTPA1036199	Paliperidone 150mg/1.5ml suspension for injection pre-filled syringes and Paliperidone 100mg/1ml suspension for injection pre-filled syringes
^ESCTPA1133095	Paliperidone 3mg modified-release tablets (J M McGill Ltd)
^ESCTPA1133096	Paliperidone 3mg modified-release tablets (J M McGill Ltd) 28 tablet
^ESCTPA1133097	Paliperidone 6mg modified-release tablets (J M McGill Ltd)
^ESCTPA1133098	Paliperidone 6mg modified-release tablets (J M McGill Ltd) 28 tablet
^ESCTPA1133099	Paliperidone 9mg modified-release tablets (J M McGill Ltd)
^ESCTPA1133100	Paliperidone 9mg modified-release tablets (J M McGill Ltd) 28 tablet
^ESCTPA1146101	Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1146110	Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1146113	Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1146116	Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes 1 pre-filled disposable injection
^ESCTPA1146218	Paliperidone 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes
^ESCTPA1146219	Paliperidone 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes
^ESCTPA1146220	Paliperidone 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes
^ESCTPA1146221	Paliperidone 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes
^ESCTPA942710	Paliperidone 3mg modified-release tablets 28 tablet
^ESCTPA942715	Paliperidone 6mg modified-release tablets 28 tablet
^ESCTPA942727	Paliperidone 9mg modified-release tablets 28 tablet
^ESCTTR1146102	Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTTR1146103	Trevicta 175mg/0.875ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTTR1146111	Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTTR1146112	Trevicta 263mg/1.315ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTTR1146114	Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTTR1146115	Trevicta 350mg/1.75ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTTR1146117	Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd)
^ESCTTR1146118	Trevicta 525mg/2.625ml prolonged-release suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTTR953774	Trevicta
^ESCTXE1017957	Xeplion 50mg/0.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTXE1017967	Xeplion 75mg/0.75ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTXE1017973	Xeplion 100mg/1ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTXE1017976	Xeplion 150mg/1.5ml suspension for injection pre-filled syringes (Janssen-Cilag Ltd) 1 pre-filled disposable injection
^ESCTXE1036190	Xeplion 150mg/1.5ml and 100mg/1ml suspension for injection treatment initiation pack (Janssen-Cilag Ltd)
^ESCTXE1036191	Xeplion 150mg/1.5ml and 100mg/1ml suspension for injection treatment initiation pack (Janssen-Cilag Ltd) 2 pre-filled disposable injection 1 x (1 inj + 1 inj)
^ESCTXE934852	Xeplion
BYPR141846NEMIS	Byannli Prolonged release suspension for injection 1,000 mg/5 ml pre-filled syringe
BYPR141847NEMIS	Byannli Prolonged release suspension for injection 700 mg/3.5 ml pre-filled syringe
PAPR116577NEMIS	Paliperidone Prolonged release suspension for injection 175 mg/0.875 ml pre-filled syringe
PAPR116578NEMIS	Paliperidone Prolonged release suspension for injection 263 mg/1.315 ml pre-filled syringe
PAPR116579NEMIS	Paliperidone Prolonged release suspension for injection 350 mg/1.75 ml pre-filled syringe
PAPR116580NEMIS	Paliperidone Prolonged release suspension for injection 525 mg/2.625 ml pre-filled syringe
PAPR141843NEMIS	Paliperidone Prolonged release suspension for injection 1 gram/5 ml pre-filled syringe
PAPR141844NEMIS	Paliperidone Prolonged release suspension for injection 700 mg/3.5 ml pre-filled syringe
TRPR116582NEMIS	Trevicta Prolonged release suspension for injection 175 mg/0.875 ml pre-filled syringe
TRPR116583NEMIS	Trevicta Prolonged release suspension for injection 263 mg/1.315 ml pre-filled syringe
TRPR116584NEMIS	Trevicta Prolonged release suspension for injection 350 mg/1.75 ml pre-filled syringe
TRPR116585NEMIS	Trevicta Prolonged release suspension for injection 525 mg/2.625 ml pre-filled syringe
^ESCT1208434	Periciazine 2 mg/mL oral solution
^ESCT1208435	Product containing precisely periciazine 2 milligram/1 milliliter conventional release oral solution
^ESCT1275478	Pericyazine 2.5mg tablets (DE Pharmaceuticals)
^ESCT1275479	Pericyazine 2.5mg tablets (DE Pharmaceuticals) 84 tablet
^ESCT1275480	Pericyazine 10mg tablets (DE Pharmaceuticals)
^ESCT1275481	Pericyazine 10mg tablets (DE Pharmaceuticals) 84 tablet
^ESCT1356313	Periciazine only product
^ESCT1359536	Periciazine only product in oral dose form
^ESCT1404523	Pericyazine 2.5mg tablets (Medihealth (Northern) Ltd)
^ESCT1404526	Pericyazine 2.5mg tablets (Medihealth (Northern) Ltd) 84 tablet
^ESCT1422317	Pericyazine 2.5mg tablets (Zentiva Pharma UK Ltd)
^ESCT1422318	Pericyazine 2.5mg tablets (Zentiva Pharma UK Ltd) 84 tablet 3 x 28 tablets
^ESCT1422319	Pericyazine 10mg tablets (Zentiva Pharma UK Ltd)
^ESCT1422320	Pericyazine 10mg tablets (Zentiva Pharma UK Ltd) 84 tablet 3 x 28 tablets
^ESCT1422375	Pericyazine 10mg/5ml oral solution (Zentiva Pharma UK Ltd)
^ESCT1422376	Pericyazine 10mg/5ml oral solution (Zentiva Pharma UK Ltd) 100 ml
^ESCT1429433	Pericyazine 10mg tablets (Medihealth (Northern) Ltd)
^ESCT1429434	Pericyazine 10mg tablets (Medihealth (Northern) Ltd) 84 tablet
^ESCTNE854909	Neulactil 10mg tablets (Sanofi) 84 tablet 3 x 28 tablets
^ESCTNE854916	Neulactil 2.5mg tablets (Sanofi) 84 tablet 6 x 14 tablets
^ESCTNE855141	Neulactil Forte syrup (Sanofi) 100 ml
^ESCTNE919346	Neulactil
^ESCTPE1000050	Pericyazine 10mg/5ml oral solution (A A H Pharmaceuticals Ltd)
^ESCTPE1000051	Pericyazine 10mg/5ml oral solution (A A H Pharmaceuticals Ltd) 100 ml
^ESCTPE1049038	Pericyazine 10mg tablets (Colorama Pharmaceuticals Ltd)
^ESCTPE1049039	Pericyazine 10mg tablets (Colorama Pharmaceuticals Ltd) 84 tablet
^ESCTPE1049040	Pericyazine 2.5mg tablets (Colorama Pharmaceuticals Ltd)
^ESCTPE1049041	Pericyazine 2.5mg tablets (Colorama Pharmaceuticals Ltd) 84 tablet
^ESCTPE1063074	Pericyazine 2.5mg tablets (Mawdsley-Brooks & Company Ltd)
^ESCTPE1063075	Pericyazine 2.5mg tablets (Mawdsley-Brooks & Company Ltd) 84 tablet
^ESCTPE1063076	Pericyazine 10mg tablets (Mawdsley-Brooks & Company Ltd)
^ESCTPE1063077	Pericyazine 10mg tablets (Mawdsley-Brooks & Company Ltd) 84 tablet
^ESCTPE1067744	Pericyazine 10mg tablets 100 tablet
^ESCTPE1067745	Pericyazine 10mg tablets (Waymade Healthcare Plc)
^ESCTPE1067746	Pericyazine 10mg tablets (Waymade Healthcare Plc) 100 tablet
^ESCTPE1079948	Pericyazine 2.5mg tablets (Icarus Pharmaceuticals Ltd)
^ESCTPE1079951	Pericyazine 2.5mg tablets (Icarus Pharmaceuticals Ltd) 84 tablet
^ESCTPE1089369	Pericyazine 10mg tablets (Ennogen Healthcare Ltd)
^ESCTPE1089370	Pericyazine 10mg tablets (Ennogen Healthcare Ltd) 84 tablet
^ESCTPE1089371	Pericyazine 2.5mg tablets (Ennogen Healthcare Ltd)
^ESCTPE1089372	Pericyazine 2.5mg tablets (Ennogen Healthcare Ltd) 84 tablet
^ESCTPE1101121	Pericyazine 10mg tablets (J M McGill Ltd)
^ESCTPE1101126	Pericyazine 10mg tablets (J M McGill Ltd) 84 tablet
^ESCTPE1101128	Pericyazine 10mg tablets (J M McGill Ltd) 100 tablet
^ESCTPE1101132	Pericyazine 2.5mg tablets (J M McGill Ltd)
^ESCTPE1101134	Pericyazine 2.5mg tablets (J M McGill Ltd) 84 tablet
^ESCTPE1101136	Pericyazine 2.5mg tablets 100 tablet
^ESCTPE1101139	Pericyazine 2.5mg tablets (J M McGill Ltd) 100 tablet
^ESCTPE1101572	Pericyazine 2.5mg tablets (Pharma-z Ltd)
^ESCTPE1101573	Pericyazine 2.5mg tablets (Pharma-z Ltd) 84 tablet
^ESCTPE1101602	Pericyazine 10mg tablets (Pharma-z Ltd)
^ESCTPE1101604	Pericyazine 10mg tablets (Pharma-z Ltd) 84 tablet
^ESCTPE1109010	Pericyazine 10mg tablets (Niche Pharma Ltd)
^ESCTPE1109011	Pericyazine 10mg tablets (Niche Pharma Ltd) 84 tablet
^ESCTPE1109012	Pericyazine 2.5mg tablets (Niche Pharma Ltd)
^ESCTPE1109013	Pericyazine 2.5mg tablets (Niche Pharma Ltd) 84 tablet
^ESCTPE609308	Pericyazine 10mg/5ml oral solution
^ESCTPE609309	Periciazine 10mg/5mL syrup
^ESCTPE609310	Pericyazine 10mg/5mL syrup
^ESCTPE846909	Pericyazine 10mg/5ml oral solution 100 ml
^ESCTPE848361	Pericyazine 2.5mg tablets 84 tablet
^ESCTPE848485	Pericyazine 10mg tablets 84 tablet
^ESCTPE957497	Pericyazine 2.5mg/5ml oral suspension 1 ml
^ESCTPE957498	Pericyazine 2.5mg/5ml oral suspension (Special Order)
^ESCTPE957499	Pericyazine 2.5mg/5ml oral suspension (Special Order) 1 ml
^ESCTPE957503	Pericyazine 2.5mg/5ml oral solution 1 ml
^ESCTPE957504	Pericyazine 2.5mg/5ml oral solution (Special Order)
^ESCTPE957506	Pericyazine 2.5mg/5ml oral solution (Special Order) 1 ml
^ESCTPE957667	Pericyazine 2.5mg/5ml oral solution
^ESCTPE957668	Pericyazine 2.5mg/5ml oral suspension
^ESCTPE988607	Pericyazine 2.5mg tablets (Zentiva)
^ESCTPE988608	Pericyazine 2.5mg tablets (Zentiva) 84 tablet 3 x 28 tablets
^ESCTPE988609	Pericyazine 10mg tablets (Zentiva)
^ESCTPE988610	Pericyazine 10mg tablets (Zentiva) 84 tablet 3 x 28 tablets
^ESCTPE991966	Pericyazine 10mg tablets (A A H Pharmaceuticals Ltd)
^ESCTPE991967	Pericyazine 10mg tablets (A A H Pharmaceuticals Ltd) 84 tablet 3 x 28 tablets
^ESCTPE991981	Pericyazine 2.5mg tablets (A A H Pharmaceuticals Ltd)
^ESCTPE991982	Pericyazine 2.5mg tablets (A A H Pharmaceuticals Ltd) 84 tablet 3 x 28 tablets
^ESCTPE992940	Pericyazine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTPE992941	Pericyazine 2.5mg tablets (Alliance Healthcare (Distribution) Ltd) 84 tablet 3 x 28 tablets
^ESCTPE992942	Pericyazine 10mg tablets (Alliance Healthcare (Distribution) Ltd)
^ESCTPE992943	Pericyazine 10mg tablets (Alliance Healthcare (Distribution) Ltd) 84 tablet 3 x 28 tablets
^ESCTPE993875	Pericyazine 10mg/5ml oral solution (Zentiva)
^ESCTPE993876	Pericyazine 10mg/5ml oral solution (Zentiva) 100 ml
^ESCTPE998911	Pericyazine 10mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd)
^ESCTPE998912	Pericyazine 10mg/5ml oral solution (Alliance Healthcare (Distribution) Ltd) 100 ml
^ESCT1250127	Triptafen tablets (Advanz Pharma) 100 tablet 10 x 10 tablets
^ESCT1250219	Fentazin 2mg tablets (Advanz Pharma) 100 tablet 10 x 10 tablets
^ESCT1250221	Fentazin 4mg tablets (Advanz Pharma) 100 tablet 10 x 10 tablets
^ESCT1353460	Amitriptyline and perphenazine only product
^ESCT1356318	Perphenazine only product
^ESCT1357468	Amitriptyline and perphenazine only product in oral dose form
^ESCT1359540	Perphenazine only product in oral dose form
^ESCT1359541	Perphenazine only product in parenteral dose form
^ESCT1362591	Amitriptyline hydrochloride 10 mg and perphenazine 2 mg oral tablet
^ESCT1362592	Amitriptyline hydrochloride 25 mg and perphenazine 2 mg oral tablet
^ESCT1367176	Amitriptyline 25mg / Perphenazine 2mg tablets
^ESCT1367281	Amitriptyline 10mg / Perphenazine 2mg tablets
^ESCTAM836965	Amitriptyline 10mg / Perphenazine 2mg tablets 100 tablet
^ESCTAM837962	Amitriptyline 25mg / Perphenazine 2mg tablets 100 tablet
^ESCTFE863376	Fentazin 2mg tablets (AMCo) 100 tablet 10 x 10 tablets
^ESCTFE863384	Fentazin 4mg tablets (AMCo) 100 tablet 10 x 10 tablets
^ESCTFE918210	Fentazin
^ESCTPE1099872	Perphenazine 2mg tablets 1 tablet
^ESCTPE1099873	Perphenazine 2mg tablets (Special Order)
^ESCTPE1099874	Perphenazine 2mg tablets (Special Order) 1 tablet
^ESCTPE1099875	Perphenazine 4mg tablets 1 tablet
^ESCTPE1099876	Perphenazine 4mg tablets (Special Order)
^ESCTPE1099877	Perphenazine 4mg tablets (Special Order) 1 tablet
^ESCTPE609311	Perphenazine 2mg/5mL s/f oral solution
^ESCTPE609312	Perphenazine 4mg/5mL s/f oral solution
^ESCTPE645740	Perphenazine 16mg/5ml oral concentrate
^ESCTPE664085	Perphenazine 5mg/mL injection solution 1mL vial
^ESCTPE664086	Perphenazine 5mg/mL injection
^ESCTPE863371	Perphenazine 2mg tablets 100 tablet
^ESCTPE863380	Perphenazine 4mg tablets 100 tablet
^ESCTPE957530	Perphenazine 2mg/5ml oral suspension 1 ml
^ESCTPE957534	Perphenazine 2mg/5ml oral suspension (Special Order)
^ESCTPE957535	Perphenazine 2mg/5ml oral suspension (Special Order) 1 ml
^ESCTPE957539	Perphenazine 4mg/5ml oral suspension 1 ml
^ESCTPE957541	Perphenazine 4mg/5ml oral suspension (Special Order)
^ESCTPE957542	Perphenazine 4mg/5ml oral suspension (Special Order) 1 ml
^ESCTPE957671	Perphenazine 2mg/5ml oral suspension
^ESCTPE957672	Perphenazine 4mg/5ml oral suspension
^ESCTTR854989	Triptafen-M tablets (Mercury Pharma Group Ltd) 100 tablet 10 x 10 tablets
^ESCTTR854995	Triptafen tablets (AMCo) 100 tablet 10 x 10 tablets
^ESCTTR916865	Triptafen
^ESCTTR916867	Triptafen-M
^ESCT1356378	Pimozide only product
^ESCT1359589	Pimozide only product in oral dose form
^ESCT1410160	Orap 4mg tablets (Eumedica Pharma Ltd) 100 tablet 5 x 20 tablets
^ESCTOR1003026	Orap 4mg tablets (Necessity Supplies Ltd)
^ESCTOR1003027	Orap 4mg tablets (Necessity Supplies Ltd) 20 tablet
^ESCTOR1040689	Orap 4mg tablets (Waymade Healthcare Plc) 100 tablet
^ESCTOR1075105	Orap 1mg tablets (Imported (United States))
^ESCTOR1075107	Orap 1mg tablets (Imported (United States)) 100 tablet
^ESCTOR863451	Orap 4mg tablets (Eumedica Pharmaceuticals) 100 tablet 5 x 20 tablets
^ESCTOR870808	Orap 2mg tablets (Janssen-Cilag Ltd) 100 tablet
^ESCTOR878146	Orap 4mg tablets (Waymade Healthcare Plc)
^ESCTOR878151	Orap 4mg tablets (Waymade Healthcare Plc) 20 tablet
^ESCTOR915369	Orap
^ESCTOR974409	Orap 4mg tablets (Sigma Pharmaceuticals Plc)
^ESCTOR974411	Orap 4mg tablets (Sigma Pharmaceuticals Plc) 20 tablet
^ESCTOR993437	Orap 4mg tablets (Stephar (U.K.) Ltd)
^ESCTOR993438	Orap 4mg tablets (Stephar (U.K.) Ltd) 20 tablet
^ESCTPI1042457	Pimozide 3mg/5ml oral suspension
^ESCTPI1042458	Pimozide 3mg/5ml oral suspension 1 ml
^ESCTPI1042459	Pimozide 3mg/5ml oral suspension 100 ml
^ESCTPI1042460	Pimozide 3mg/5ml oral suspension (Special Order)
^ESCTPI1042461	Pimozide 3mg/5ml oral suspension (Special Order) 1 ml
^ESCTPI1042462	Pimozide 3mg/5ml oral suspension (Special Order) 100 ml
^ESCTPI1075106	Pimozide 1mg tablets 100 tablet
^ESCTPI1133103	Pimozide 4mg tablets (J M McGill Ltd)
^ESCTPI1133104	Pimozide 4mg tablets (J M McGill Ltd) 100 tablet
^ESCTPI863443	Pimozide 4mg tablets 100 tablet
^ESCTPI870803	Pimozide 2mg tablets 100 tablet
^ESCTPI878145	Pimozide 4mg tablets 20 tablet
^ESCTPI958139	Pimozide 1.25mg/5ml oral suspension 1 ml
^ESCTPI958141	Pimozide 1.25mg/5ml oral suspension (Special Order)
^ESCTPI958143	Pimozide 1.25mg/5ml oral suspension (Special Order) 1 ml
^ESCTPI958145	Pimozide 2mg/5ml oral suspension 1 ml
^ESCTPI958147	Pimozide 2mg/5ml oral suspension (Special Order)
^ESCTPI958149	Pimozide 2mg/5ml oral suspension (Special Order) 1 ml
^ESCTPI958557	Pimozide 1.25mg/5ml oral suspension
^ESCTPI958559	Pimozide 2mg/5ml oral suspension
PIOR117895NEMIS	Pimozide Oral suspension 2 mg/5 ml
^ESCT1299607	Pipotiazine 100mg/4ml solution for injection ampoules 1 ampoule
^ESCT1299608	Piportil L4 100mg/4ml solution for injection ampoules (Imported (France))
^ESCT1299609	Piportil L4 100mg/4ml solution for injection ampoules (Imported (France)) 1 ampoule
^ESCT1299620	Pipotiazine 100mg/4ml solution for injection ampoules
^ESCT1351659	Pipotiazine-containing product in parenteral dose form
^ESCT1351660	Pipothiazine-containing product in parenteral dose form
