CTV3ID	CTV3PreferredTermDesc	CTV3Source
BBr8z	[M]Eosinophilic leukaemia NOS	CTV3Map_Code_And_Term
BBr9.	[M]Monocytic leukaemias	CTV3_Children
BBr90	[M]Monocytic leukaemia NOS	CTV3Map_Code_And_Term
BBr91	[M]Acute monocytic leukaemia	CTV3_Children
BBr92	[M]Subacute monocytic leukaemia	CTV3_Children
BBr93	[M]Chronic monocytic leukaemia	CTV3_Children
BBr94	[M]Aleukaemic monocytic leukaemia	CTV3_Children
BBr9z	[M]Other monocytic leukaemia NOS	CTV3_Children
BBrA.	[M]Miscellaneous leukaemias	CTV3Map_Code_And_Term
BBrA0	[M]Mast cell leukaemia	CTV3_Children
BBrA1	[M]Megakaryocytic leukaemia	CTV3Map_Code_And_Term
BBrA2	Megakaryocytic myelosis	CTV3_Children
BBrA3	[M]Myeloid sarcoma	CTV3Map_Code_And_Term
BBrA5	[M]Acute megakaryoblastic leukaemia	CTV3Map_Code_And_Term
BBrA7	[M]Acute myelofibrosis	CTV3Map_Code_And_Term
BBrA8	[M]Leukaemic reticuloendotheliosis	CTV3Map_Code_And_Term
BBrAz	[M]Miscellaneous leukaemia NOS	CTV3Map_Code_And_Term
BBs..	[M]Misc myeloproliferative and lymphoproliferative disorders	CTV3Map_Code_And_Term
BBs1.	[M]Acute panmyelosis	CTV3Map_Code_And_Term
BBv0.	[M]Monocytoid B-cell lymphoma	CTV3Map_Code_And_Term
BBv2.	[M]AngiocentricT-cell lymphoma	CTV3Map_Code_And_Term
ByuD.	[X]Malignant neoplasms of lymphoid, haematopoietic and rela	CTV3Map_Code_And_Term
ByuD0	[X]Other Hodgkin's disease	CTV3Map_Code_And_Term
ByuD1	[X]Other types of follicular non-Hodgkin's lymphoma	CTV3Map_Code_And_Term
ByuD2	[X]Other types of diffuse non-Hodgkin's lymphoma	CTV3Map_Code_And_Term
ByuD3	[X]Other specified types of non-Hodgkin's lymphoma	CTV3Map_Code_And_Term
ByuD4	[X]Other malignant immunoproliferative diseases	CTV3Map_Code_And_Term
ByuD5	[X]Other lymphoid leukaemia	CTV3Map_Code_And_Term
ByuD6	[X]Other myeloid leukaemia	CTV3Map_Code_And_Term
ByuD7	[X]Other monocytic leukaemia	CTV3Map_Code_And_Term
ByuD8	[X]Other specified leukaemias	CTV3Map_Code_And_Term
ByuD9	[X]Other leukaemia of unspecified cell type	CTV3Map_Code_And_Term
ByuDA	[X]Oth spcf mal neoplsm/lymphoid,haematopoietic+rltd tissue	CTV3Map_Code_And_Term
ByuDB	[X]Mal neoplasm/lymphoid,haematopoietic+related tissu,unspcf	CTV3Map_Code_And_Term
ByuDC	[X]Diffuse non-Hodgkin's lymphoma, unspecified	CTV3Map_Code_And_Term
ByuDE	[X]Unspecified B-cell non-Hodgkin's lymphoma	CTV3Map_Code_And_Term
ByuH6	[X]Neoplasm/uncertn+unknwn behavior/oth myelodysplastic synd	QOF
C333.	Macroglobulinaemia	CTV3_Children
C3330	Waldenstrom's macroglobulinaemia	CTV3Map_Code_And_Term
C3331	Alpha heavy chain disease	CTV3Map_Code_And_Term
C3332	Gamma heavy chain disease	CTV3Map_Code_And_Term
C333z	Macroglobulinaemia NOS	CTV3_Children
C37y0	Schuller-Christian syndrome	CTV3_Children
C37y1	Eosinophilic granuloma	CTV3Map_Code_And_Term
C37y5	Histiocytosis X syndrome	CTV3_Children
C37y6	Histiocytosis X , unspecified	CTV3_Children
C37y7	Histiocytosis, unspecified	CTV3_Children
N3309	Osteoporosis in multiple myelomatosis	CTV3Map_Code_And_Term
X00eT	Lymphoma of retina	High_Level_SNOMED
X102I	Pulmonary histiocytosis X	CTV3_Children
X20E9	Langerhans' cell histiocytosis	CTV3Map_Code_And_Term
X20HV	Lipochrome histiocytosis - familial	CTV3Map_Code_And_Term
X30L7	Leukaemic infiltrate of kidney	High_Level_SNOMED
X30L8	Lymphoma of kidney	High_Level_SNOMED
X50BR	Lymphomatoid papulosis	High_Level_SNOMED
X70LK	African Burkitt's lymphoma	High_Level_SNOMED
X78e2	Leukaemia	CTV3_Children
X78hl	Cutaneous lymphoma	CTV3Map_Code_And_Term
X78hm	Mycosis fungoides of skin	CTV3_Children
X78hn	Sezary's disease of skin	CTV3_Children
XE13I	(Plasma prot met dis: & [hyper/hypo prot]) or (Wald macrogl)	High_Level_SNOMED
XE1vo	Malignant tumour of lymphoid haemopoietic and related tissue	CTV3Map_Code_And_Term
XE1vp	Nodular lymphoma	CTV3Map_Code_And_Term
XE1vq	Lymphoid and histiocytic malignancy NOS	CTV3Map_Code_And_Term
XE1vr	Chronic erythraemia	CTV3_Children
XE1wd	[M]Malignant lymphoma, mixed lymphocytic-histiocytic NOS	CTV3_Children
XE1we	[M]Lymphogranuloma, malignant	CTV3Map_Code_And_Term
XE1wf	[M]Malignant lymphoma, nodular NOS	CTV3Map_Code_And_Term
XE20J	(Lymphatic tissue carcinoma) or (lymphoma)	CTV3_Children
XE20N	Multiple myeloma etc.	CTV3Map_Code_And_Term
XE20P	(Plasma cell leukaemia) or (immunoprolif neoplasm NOS)	High_Level_SNOMED
XE20R	Leukaemia: [lymphoid][monocytic][myeloid][specif cell type]	CTV3_Children
XE20T	Leukaemia - specif. cell NOS	CTV3_Children
XE20V	(Aleukaemic leukaemia) or (leukaemia - unspec cell NOS)	CTV3_Children
XE2bV	Malignant lymphoma - immunoblastic	CTV3_Children
XE2t9	[X]Non-Hodgkin's lymphoma, unspecified type	CTV3Map_Code_And_Term
XE2vi	Acute erythraemia and erythroleukaemia	CTV3Map_Code_And_Term
XM1FM	Malign lymphoma - lymphocytic, intermediate differentiation	CTV3_Children
XS5X2	Enteropathy associated T-cell lymphoma	CTV3_Children
Xa0DX	Gastric lymphoma	High_Level_SNOMED
Xa0Dd	Lymphoma of intestine	High_Level_SNOMED
Xa0E1	Primary cerebral lymphoma	QOF
Xa0QP	B-cell chronic lymphocytic leukaemia	CTV3Map_Code_And_Term
Xa0QQ	B-cell chronic lymphocytic leukaemia variant	CTV3_Children
Xa0Ri	Malignant white blood cell disorder	CTV3_Children
Xa0Rk	T-cell chronic lymphocytic leukaemia	CTV3_Children
Xa0Rn	Chronic lymphocytic prolymphocytic leukaemia syndrome	CTV3_Children
Xa0Ro	Richter's syndrome	CTV3_Children
Xa0Rp	Splenic lymphoma with villous lymphocytes	CTV3_Children
Xa0S9	T-cell prolymphocytic leukaemia	CTV3Map_Code_And_Term
Xa0SA	Hairy cell leukaemia variant	CTV3_Children
Xa0SB	Large granular lymphocytic leukaemia	CTV3_Children
Xa0SC	Lymphoma with spill	CTV3_Children
Xa0SD	B-cell acute lymphoblastic leukaemia	CTV3Map_Code_And_Term
Xa0SE	Pre B-cell acute lymphoblastic leukaemia	CTV3_Children
Xa0SF	Common acute lymphoblastic leukaemia	CTV3_Children
Xa0SG	Null cell acute lymphoblastic leukaemia	CTV3_Children
Xa0SH	T-cell acute lymphoblastic leukaemia	CTV3_Children
Xa0SL	Light chain myeloma	CTV3_Children
Xa0SM	Heavy chain disease	CTV3Map_Code_And_Term
Xa0SN	Non-secretory myeloma	CTV3_Children
Xa0SV	Juvenile chronic myeloid leukaemia	CTV3_Children
Xa0SX	Atypical chronic myeloid leukaemia	CTV3_Children
Xa0Sk	Acute myeloblastic leukaemia	CTV3Map_Code_And_Term
Xa0Sl	Acute monoblastic leukaemia	CTV3Map_Code_And_Term
Xa0Sm	Acute megakaryoblastic leukaemia	CTV3_Children
Xa0Sn	Acute eosinophilic leukaemia	CTV3_Children
Xa0So	Acute myelofibrosis	CTV3Map_Code_And_Term
Xa0St	Hodgkin's disease, lymphocytic predominance - nodular	CTV3Map_Code_And_Term
Xa0Su	Hodgkin's disease, lymphocytic predominance - diffuse	CTV3_Children
Xa0Sv	Hodgkin's disease,nodular sclerosis-lymphocytic predominance	CTV3_Children
Xa0Sw	Hodgkin's disease, nodular sclerosis - mixed cellularity	CTV3_Children
Xa0Sx	Hodgkin's disease, nodular sclerosis - lymphocytic depletion	CTV3_Children
Xa0Sy	B-cell lymphoma	CTV3_Children
Xa0Sz	Cutaneous/peripheral T-cell lymphoma	CTV3Map_Code_And_Term
Xa0T0	Prethymic and thymic T-cell lymphoma/leukaemia	CTV3_Children
Xa0T1	Low grade B-cell lymphoma	CTV3Map_Code_And_Term
Xa0T2	Diffuse low grade B-cell lymphoma	CTV3_Children
Xa0T3	High grade B-cell lymphoma	CTV3_Children
Xa0T4	Follicular low grade B-cell lymphoma	CTV3_Children
Xa0T5	B-cell prolymphocytic leukaemia	CTV3Map_Code_And_Term
Xa0T7	Malignant lymphomatous polyposis	CTV3_Children
Xa0T8	Mucosa-associated lymphoma	CTV3Map_Code_And_Term
Xa0T9	Monocytoid B-cell lymphoma	CTV3_Children
Xa0TA	Follicular malignant lymphoma - mixed cell type	CTV3_Children
Xa0TD	Follicular malignant lymphoma - small cleaved cell	CTV3Map_Code_And_Term
Xa0TE	Diffuse high grade B-cell lymphoma	CTV3_Children
Xa0TF	Nodular high grade B-cell lymphoma	CTV3_Children
Xa0TG	Diffuse malignant lymphoma - large cell	CTV3Map_Code_And_Term
Xa0TH	Diffuse malignant lymphoma - large cleaved cell	CTV3_Children
Xa0TI	Diffuse malignant lymphoma - large non-cleaved cell	CTV3_Children
Xa0TM	Diffuse malignant lymphoma - centroblastic polymorphic	CTV3_Children
Xa0TP	Malignant lymphoma - lymphoblastic	CTV3Map_Code_And_Term
Xa0TS	Large cell anaplastic lymphoma	CTV3_Children
Xa0TX	Follicular malignant lymphoma - large cell	CTV3Map_Code_And_Term
Xa0TY	Low grade T-cell lymphoma	CTV3_Children
Xa0TZ	High grade T-cell lymphoma	CTV3_Children
Xa0Th	Peripheral T-cell lymphoma	CTV3Map_Code_And_Term
Xa0Ti	T-zone lymphoma	CTV3Map_Code_And_Term
Xa0Tj	Lymphoepithelioid lymphoma	CTV3Map_Code_And_Term
Xa0Tk	Angioimmunoblastic lymphadenopathy with dysproteinaemia	CTV3Map_Code_And_Term
Xa0To	Angiocentric T-cell lymphoma	CTV3_Children
Xa0Tr	Peripheral T-cell lymphoma - pleomorphic small cell	CTV3_Children
Xa0Tt	Peripheral T-cell lymphoma-pleomorphic medium and large cell	CTV3_Children
Xa0Tu	Enteropathy-associated T-cell lymphoma	CTV3Map_Code_And_Term
Xa0Ty	True histiocytic lymphoma	CTV3Map_Code_And_Term
Xa0U5	Malignant lymphoma of testis	QOF
Xa0bR	Malignant lymphoma of thyroid gland	High_Level_SNOMED
Xa0bS	Malignant lymphoma of breast	High_Level_SNOMED
Xa0eB	Hypergranular promyelocytic leukaemia	CTV3_Children
Xa0eC	Erythraemia	CTV3_Children
Xa0jn	Acute biphenotypic leukaemia	CTV3_Children
Xa36a	IgA myeloma	CTV3_Children
Xa36b	IgG myeloma	CTV3_Children
Xa36c	IgD myeloma	CTV3_Children
Xa3EW	Acute myeloblastic leukaemia - undifferentiated	CTV3_Children
Xa3Ea	Acute myeloblastic leukaemia without maturation	CTV3_Children
Xa3Ec	Acute myeloblastic leukaemia with maturation	CTV3_Children
Xa3Ee	Acute promyelocytic leukaemia - hypogranular variant	CTV3_Children
Xa3En	Intermediate grade B-cell lymphoma	CTV3_Children
Xa3HG	Acute myelomonocytic leukaemia - eosinophilic variant	CTV3_Children
Xa8Jb	T-cell lymphoma	CTV3Map_Code_And_Term
Xa99k	Malignant lymphoma	CTV3_Children
Xa99l	Malignant lymphoma - small lymphocytic	CTV3_Children
Xa99n	Diffuse malignant lymphoma - centroblastic	CTV3Map_Code_And_Term
Xa99w	Nodular malignant lymphoma, lymphocytic - well diffrentiated	CTV3_Children
Xa99z	Nodul malig lymphoma, lymphocytic - intermed differentiation	CTV3_Children
Xa9AA	Plasmacytoma - disorder	CTV3Map_Code_And_Term
Xa9AM	Acute leukaemia	CTV3_Children
Xa9AN	Subacute leukaemia	CTV3_Children
Xa9AO	Chronic leukaemia	CTV3_Children
Xa9AP	Aleukaemic leukaemia	CTV3_Children
Xa9EH	Malignant lymphoma, convoluted cell type	CTV3_Children
Xa9FC	Malignant lymphoma, follicular centre cell	CTV3_Children
Xa9FD	Malignant lymphoma, follicular centre cell, cleaved	CTV3_Children
Xa9FE	Malignant lymphoma, follicular centre cell, non-cleaved	CTV3_Children
Xa9FF	Malignant lymphoma, nodular	CTV3_Children
XaB47	Atypical hairy cell leukaemia	CTV3_Children
XaBAk	Malignant mastocytosis	CTV3_Children
XaBAl	Erythroleukaemia	CTV3Map_Code_And_Term
XaBAm	Basophilic leukaemia	CTV3_Children
XaBB3	Plasma cell leukaemia	CTV3Map_Code_And_Term
XaBBC	Neutrophilic leukaemia	CTV3_Children
XaBBM	Prolymphocytic lymphosarcoma	CTV3_Children
XaBBN	Malignant lymphoma - lymphoplasmacytic	CTV3_Children
XaBBO	Diffuse malignant lymphoma - centroblastic-centrocytic	CTV3_Children
XaBBP	Malignant lymphoma - centrocytic	CTV3_Children
XaBBZ	Hodgkin's disease, lymphocytic depletion, diffuse fibrosis	CTV3_Children
XaBBb	Hodgkin's disease, lymphocytic depletion, reticular type	CTV3_Children
XaBBc	Hodgkin's disease, nodular sclerosis - cellular phase	CTV3_Children
XaBBd	Malignant lymphoma, mixed lymphocytic-histiocytic, nodular	CTV3_Children
XaBBf	Malignant lymphoma, centroblastic-centrocytic, follicular	CTV3_Children
XaBBo	Malign lymphoma, lymphocytic, poorly differentiated, nodular	CTV3_Children
XaBBp	Malignant lymphoma, centroblastic type, follicular	CTV3_Children
XaBBs	Histiocytic medullary reticulosis	CTV3_Children
XaBLw	Follicular non-Hodgkin's lymphoma	CTV3Map_Code_And_Term
XaBLx	Plasmacytoma NOS	CTV3Map_Code_And_Term
XaBLz	[M]Waldenstrom's macroglobulinaemia	CTV3Map_Code_And_Term
XaC2n	[M]Hodgkin's disease NOS	CTV3Map_Code_And_Term
XaE68	Ocular lymphoma	High_Level_SNOMED
XaELI	Lambda light chain myeloma	CTV3Map_Code_And_Term
XaFpR	B-cell lymphoma morphology	CTV3_Children
XaFpS	Low grade B-cell lymphoma morphology	CTV3_Children
XaFpT	Follicular low grade B-cell lymphoma morphology	CTV3_Children
XaFpU	High grade B-cell lymphoma morphology	CTV3_Children
XaFpV	T-cell lymphoma morphology	CTV3_Children
XaFpW	High grade T-cell lymphoma morphology	CTV3_Children
XaFpy	Diffuse low grade B-cell lymphoma morphology	CTV3_Children
XaFpz	Low grade T-cell lymphoma morphology	CTV3_Children
XaFqH	Nodular high grade B-cell lymphoma morphology	CTV3_Children
XaFqN	Diffuse high grade B-cell lymphoma morphology	CTV3_Children
XaImp	Lymphoma stage I	CTV3Map_Code_And_Term
XaImq	Lymphoma stage II	CTV3Map_Code_And_Term
XaImr	Lymphoma stage III	CTV3Map_Code_And_Term
XaIms	Lymphoma stage IV	CTV3Map_Code_And_Term
XaPQD	Mantle cell lymphoma	CTV3Map_Code_And_Term
XaYdL	Juvenile myelomonocytic leukaemia	CTV3Map_Code_And_Term
XaYgm	Primary mediastinal (thymic) large B-cell lymphoma	CTV3Map_Code_And_Term
XaYi5	Diffuse follicle centre lymphoma	CTV3Map_Code_And_Term
XaYiI	Anaplastic lymphoma kinase negative anaplastic lg cell lymph	CTV3Map_Code_And_Term
XaYiL	ALK positive anaplastic large cell lymphoma	CTV3Map_Code_And_Term
XaYiN	Hepatosplenic T-cell lymphoma	CTV3Map_Code_And_Term
XaYii	Extranod marg zone B-cell lymphom mucosa-assoc lymphoid tiss	CTV3Map_Code_And_Term
XaYij	Follicular lymphoma grade 1	CTV3Map_Code_And_Term
XaYil	Follicular lymphoma grade 3a	CTV3Map_Code_And_Term
XaYim	Follicular lymphoma grade 3b	CTV3Map_Code_And_Term
XaYin	Cutaneous follicle centre lymphoma	CTV3Map_Code_And_Term
XaYip	Sarcoma of dendritic cells	CTV3Map_Code_And_Term
XaYis	Atypical chronic myeloid leukaemia, BCR/ABL negative	CTV3Map_Code_And_Term
XaYj0	Chronic myelogenous leukaemia, BCR/ABL positive	CTV3Map_Code_And_Term
XaYj4	Acute myeloid leukaemia with myelodysplasia-related changes	CTV3_Children
XaYj9	Acute myeloid leukaemia with 11q23 abnormality	CTV3_Children
XaYjI	Primary cutaneous CD30 antigen positive large T-cell lymphom	CTV3Map_Code_And_Term
XaYje	Extranodal natural killer/T-cell lymphoma, nasal type	CTV3Map_Code_And_Term
XaYjf	Subcutaneous panniculitic T-cell lymphoma	CTV3Map_Code_And_Term
XaYk0	Blastic plasmacytoid dendritic cell neoplasm	CTV3Map_Code_And_Term
XaYv2	Refractory anaemia with multilineage dysplasia	CTV3_Children
XaZdD	Follicular lymphoma grade 3	CTV3Map_Code_And_Term
XaZdF	Follicular lymphoma grade 2	CTV3Map_Code_And_Term
XaZdn	Diffuse large B-cell lymphoma	CTV3Map_Code_And_Term
XaZfR	Adult T-cell leukaemia/lymphoma	CTV3Map_Code_And_Term
Xaa1N	Clinical stage A chronic lymphocytic leukaemia	CTV3Map_Code_And_Term
Xaa1O	Clinical stage B chronic lymphocytic leukaemia	CTV3Map_Code_And_Term
Xaa1P	Clinical stage C chronic lymphocytic leukaemia	CTV3Map_Code_And_Term
Xaa8z	[M]Juvenile myelomonocytic leukaemia	CTV3Map_Code_And_Term
Y1b23	Solitary osseous myeloma	CTV3_Children
B22..	Malignant neoplasm of trachea, bronchus and lung	CTV3Map_Code_And_Term
B220.	Malignant tumour of trachea	QOF
B2200	Malignant neoplasm of cartilage of trachea	QOF
B2201	Malignant neoplasm of mucosa of trachea	QOF
B220z	Malignant neoplasm of trachea NOS	QOF
B221.	Malignant neoplasm of main bronchus	CTV3Map_Code_And_Term
B2210	Malignant neoplasm of carina of bronchus	CTV3Map_Code_And_Term
B2211	Malignant neoplasm of hilus of lung	CTV3Map_Code_And_Term
B221z	Malignant neoplasm of main bronchus NOS	CTV3Map_Code_And_Term
B222.	Malig neopl of upper lobe/bronchus/lung: (& [Pancoast synd])	CTV3_Children
B2220	Malignant neoplasm of upper lobe bronchus	CTV3Map_Code_And_Term
B2221	Malignant neoplasm of upper lobe of lung	CTV3Map_Code_And_Term
B222z	Malignant neoplasm of upper lobe, bronchus or lung NOS	CTV3Map_Code_And_Term
B223.	Malignant neoplasm of middle lobe, bronchus or lung	CTV3Map_Code_And_Term
B2230	Malignant neoplasm of middle lobe bronchus	CTV3Map_Code_And_Term
B2231	Malignant neoplasm of middle lobe of lung	CTV3Map_Code_And_Term
B223z	Malignant neoplasm of middle lobe, bronchus or lung NOS	CTV3Map_Code_And_Term
B224.	Malignant neoplasm of lower lobe, bronchus or lung	CTV3Map_Code_And_Term
B2240	Malignant neoplasm of lower lobe bronchus	CTV3Map_Code_And_Term
B2241	Malignant neoplasm of lower lobe of lung	CTV3Map_Code_And_Term
B224z	Malignant neoplasm of lower lobe, bronchus or lung NOS	CTV3Map_Code_And_Term
B225.	Malignant neoplasm of overlapping lesion of bronchus & lung	CTV3Map_Code_And_Term
B22y.	Malignant neoplasm of other sites of bronchus or lung	CTV3Map_Code_And_Term
B22z.	Malig neopl lung: [of bronchus or lung NOS] or [lung cancer]	CTV3_Children
B23..	Malignant tumour of pleura	QOF
B230.	Malignant neoplasm of parietal pleura	QOF
B231.	Malignant neoplasm of visceral pleura	QOF
B232.	Malignant mesothelioma of pleura	QOF
B23y.	Malignant neoplasm of other specified pleura	QOF
B23z.	Malignant neoplasm of pleura NOS	QOF
B2zy.	Malignant neoplasm of other site of respiratory tract	QOF
B2zz.	Malignant neoplasm of respiratory tract NOS	QOF
BB1K.	Oat cell carcinoma	CTV3Map_Code_And_Term
BB1L.	Small cell carcinoma - fusiform cell	CTV3Map_Code_And_Term
BB5S2	[M]Bronchiolo-alveolar adenocarcinoma	CTV3Map_Code_And_Term
BB5S4	Alveolar adenocarcinoma	CTV3Map_Code_And_Term
Byu20	[X]Malignant neoplasm of bronchus or lung, unspecified	CTV3Map_Code_And_Term
Byu5.	[X]Malignant neoplasm of mesothelial and soft tissue	QOF
Byu50	(Mesothelioma of lung) or ([X]mesothelioma of other sites)	QOF
Byu51	[X]Mesothelioma, unspecified	QOF
X2032	Pulmonary tumour embolism	CTV3_Children
X77mv	Small cell carcinoma - intermediate cell	CTV3Map_Code_And_Term
X77mw	Small cell - large cell carcinoma	CTV3Map_Code_And_Term
X77nT	Carcinoid bronchial adenoma	CTV3Map_Code_And_Term
X77oo	Pulmonary blastoma	CTV3Map_Code_And_Term
X78Q1	Adenoid cystic carcinoma of trachea	QOF
X78Q2	Squamous cell carcinoma of trachea	QOF
X78Q7	Malignant tumour of bronchus	CTV3_Children
X78Q8	Squamous cell carcinoma of bronchus	CTV3_Children
X78QF	Malignant tumour of lung parenchyma	CTV3_Children
X78QG	Adenocarcinoma of lung	CTV3_Children
X78QI	Carcinoid tumour of lung	CTV3_Children
X78QJ	Carcinoma of lung parenchyma	CTV3_Children
X78QK	Large cell carcinoma of lung	CTV3_Children
X78QL	Clear cell carcinoma of lung	CTV3_Children
X78QM	Giant cell carcinoma of lung	CTV3_Children
X78QN	Small cell carcinoma of lung	CTV3_Children
X78QO	Oat cell carcinoma of lung	CTV3_Children
X78QP	Squamous cell carcinoma of lung	CTV3_Children
X78QQ	Epithelioid haemangioendothelioma of lung	CTV3_Children
X78QR	Lymphomatoid granulomatosis of lung	CTV3_Children
X78QS	Non-small cell lung cancer	CTV3_Children
X78QT	Pancoast tumour	CTV3_Children
X78Qc	Malignant mesothelioma of pleura	QOF
XE1vb	Malignant neoplasm of upper lobe, bronchus or lung	CTV3Map_Code_And_Term
XE1vc	Malignant neoplasm of bronchus or lung NOS	CTV3Map_Code_And_Term
XE1yF	(Bronchus carc) or (lung carc) or (Ca trachea/bronchus/lung)	QOF
XE1yH	(Trachea carcinoma) or (Pancoast's tumour) or (Ca trachea)	QOF
XE1yJ	Ca main bronchus	CTV3_Children
XE1yL	Ca upper lobe bronchus/lung	CTV3_Children
XE1yN	Ca middle lobe bronchus/lung	CTV3_Children
XE1yP	Ca lower lobe bronchus/lung	CTV3_Children
XE1yR	Ca trachea/bronchus/lung NOS	CTV3_Children
Xa0KG	Malignant tumour of lung	CTV3Map_Code_And_Term
Xa0bg	Pancoast's syndrome	CTV3Map_Code_And_Term
XaBAp	Bronchioloalveolar adenocarcinoma of lung	CTV3_Children
XaEJe	Squamous cell carcinoma of bronchus in left lower lobe	CTV3_Children
XaEJf	Squamous cell carcinoma of bronchus in left upper lobe	CTV3_Children
XaEJg	Squamous cell carcinoma of bronchus in right lower lobe	CTV3_Children
XaEJh	Squamous cell carcinoma of bronchus in right middle lobe	CTV3_Children
XaEJi	Squamous cell carcinoma of bronchus in right upper lobe	CTV3_Children
XaFr7	Local recurrence of malignant tumour of lung	CTV3_Children
XaFrw	Metastasis from malignant tumour of lung	QOF
XaZzj	Non-small cell carcinoma	CTV3Map_Code_And_Term
